EMISSAO;CLIENTE;PRODUTO;QTDE;REPRESENTANTE;META DE VENDA MENSAL
23/03/2023;SM KACULA LTDA;4011S;27;SOUZA & SANTON REPR LTDA;
23/03/2023;SM KACULA LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
23/03/2023;SM KACULA LTDA;4011S;3;SOUZA & SANTON REPR LTDA;
23/03/2023;SM KACULA LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
23/03/2023;NAT NUTRE ALIM EIRELI;4011S;16;SOUZA & SANTON REPR LTDA;
23/03/2023;ATAC DO NATURAL COM E IMP DE PROD ALIM LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
23/03/2023;ATAC DO NATURAL COM E IMP DE PROD ALIM LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
23/03/2023;ATAC DO NATURAL COM E IMP DE PROD ALIM LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
27/03/2023;ARM SAO VITO COM DE PROD ALIM LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
27/03/2023;ARM SAO VITO COM DE PROD ALIM LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
27/03/2023;ARM SAO VITO COM DE PROD ALIM LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
27/03/2023;ANDORINHA SM LTDA;4011S;88;SOUZA & SANTON REPR LTDA;
27/03/2023;EMPORIO MUNDO SAUDAVEL LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
27/03/2023;EMPORIO MUNDO SAUDAVEL LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
27/03/2023;DIAS PASTORINHO S/A COMER. E IND.;4011S;20;SOUZA & SANTON REPR LTDA;
27/03/2023;DIAS PASTORINHO S/A COMER. E IND.;4011S;20;SOUZA & SANTON REPR LTDA;
27/03/2023;DIAS PASTORINHO S/A COMER. E IND.;4011S;20;SOUZA & SANTON REPR LTDA;
27/03/2023;FLAVIO HENRIQUE A CRUZ MERC;4011S;3;SOUZA & SANTON REPR LTDA;
27/03/2023;FLAVIO HENRIQUE A CRUZ MERC;4011S;3;SOUZA & SANTON REPR LTDA;
30/03/2023;CALVO COM E IMP LTDA;4011S;100;SOUZA & SANTON REPR LTDA;
30/03/2023;CALVO COM E IMP LTDA;4011S;100;SOUZA & SANTON REPR LTDA;
30/03/2023;CALVO COM E IMP LTDA;4011S;100;SOUZA & SANTON REPR LTDA;
30/03/2023;COML CHOCOLANDIA LTDA;4011S;6;SOUZA & SANTON REPR LTDA;
30/03/2023;COML CHOCOLANDIA LTDA;4011S;6;SOUZA & SANTON REPR LTDA;
11/04/2023;SM ALABARCE LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
11/04/2023;GUSTAVO ZANHOLO CONTIM;4011S;6;SOUZA & SANTON REPR LTDA;
11/04/2023;GUSTAVO ZANHOLO CONTIM;4011S;6;SOUZA & SANTON REPR LTDA;
11/04/2023;OXAN ATAC LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
11/04/2023;OXAN ATAC LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
11/04/2023;OXAN ATAC LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
12/05/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
12/05/2023;SM BEM BARATO DIADEMA LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
12/05/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
12/05/2023;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;TRIMAIS SM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;TRIMAIS SM LTDA ;4011S;30;SOUZA & SANTON REPR LTDA;
12/05/2023;MERC PRIMALTER LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
12/05/2023;MERC PRIMALTER LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
12/05/2023;MERC PRIMALTER LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
12/05/2023;EMP CASA DO SABOR PROD ALIM LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
12/05/2023;EMP CASA DO SABOR PROD ALIM LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
12/05/2023;EMP CASA DO SABOR PROD ALIM LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
12/05/2023;T DA C CABRAL COM E DISTR DE PROD NATURAIS;4011S;1;SOUZA & SANTON REPR LTDA;
12/05/2023;LAT CAMANDUCAIA LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;SUPERVAREJAO SAUDE LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;SM KACULA LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;COML CHOCOLANDIA LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
12/05/2023;COML CHOCOLANDIA LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
12/05/2023;SM KACULA LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
12/05/2023;SM KACULA LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
12/05/2023;FEDERZONI SERPA COM DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
16/05/2023;SILVA E BARBOSA COM DE ALIM LTDA;4011S;130;SOUZA & SANTON REPR LTDA;
16/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
16/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
16/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
16/05/2023;SUPERMERCADO ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
16/05/2023;SUPERMERCADO ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
16/05/2023;SUPERMERCADO ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
16/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
16/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
16/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;25;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;SM ROSSI NEW LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;707 AUTO SERV DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;COM DE ALIM RRS LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
25/05/2023;COM DE ALIM RRS LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
25/05/2023;LAT SAO CARLOS LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;LAT SAO CARLOS LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
25/05/2023;LAT CAMANDUCAIA LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;ARM SAO VITO COM DE PROD ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;ARM SAO VITO COM DE PROD ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
25/05/2023;ARM SAO VITO COM DE PROD ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
02/06/2023;CENTRO DE DISTR BUTANTA LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
07/06/2023;FLAVIO HENRIQUE A CRUZ MERC;4011S;3;SOUZA & SANTON REPR LTDA;
07/06/2023;FLAVIO HENRIQUE A CRUZ MERC;4011S;3;SOUZA & SANTON REPR LTDA;
07/06/2023;BATISTA COM DE CEREAIS LTDA;4011S;3;SOUZA & SANTON REPR LTDA;
07/06/2023;BATISTA COM DE CEREAIS LTDA;4011S;3;SOUZA & SANTON REPR LTDA;
07/06/2023;COML CHOCOLANDIA LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
07/06/2023;COML CHOCOLANDIA LTDA;4011S;4;SOUZA & SANTON REPR LTDA;
07/06/2023;SM HIGA & FILHOS LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;SM HIGA & FILHOS LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;SM HIGA & FILHOS LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;SM HIGA & FILHOS LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;LAT SAO CARLOS LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;LAT SAO CARLOS LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;COM DE ALIM RRS LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
07/06/2023;COM DE ALIM RRS LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
07/06/2023;ATAC DO NATURAL COM E IMP DE PROD ALIM LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
07/06/2023;M J LOPES COM DE PROD ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;M J LOPES COM DE PROD ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;M J LOPES COM DE PROD ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;PIRES COM DE CEREAIS E CONDIMENTOS LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
07/06/2023;PIRES COM DE CEREAIS E CONDIMENTOS LTDA;4011S;5;SOUZA & SANTON REPR LTDA;
07/06/2023;ANDORINHA SM LTDA;4011S;44;SOUZA & SANTON REPR LTDA;
07/06/2023;SUPERVAREJAO SAUDE LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
07/06/2023;CALVO COM E IMP LTDA;4011S;132;SOUZA & SANTON REPR LTDA;
07/06/2023;CALVO COM E IMP LTDA;4011S;132;SOUZA & SANTON REPR LTDA;
07/06/2023;CALVO COM E IMP LTDA;4011S;132;SOUZA & SANTON REPR LTDA;
07/06/2023;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
07/06/2023;SM BEM BARATO DIADEMA LTDA;4011S;7;SOUZA & SANTON REPR LTDA;
07/06/2023;MERC BEM BARATO LTDA;4011S;2;SOUZA & SANTON REPR LTDA;
07/06/2023;SM BEM BARATO SP LTDA;4011S;6;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;PUBLIC COM ATAC E VAREJ DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;7;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;15;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;30;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;5M COM ATAC E VAREJ DE ALIM LTDA;4011S;6;SOUZA & SANTON REPR LTDA;
07/06/2023;SM ALABARCE LTDA;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;DIAS PASTORINHO S/A COMER. E IND.;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;DIAS PASTORINHO S/A COMER. E IND.;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;DIAS PASTORINHO S/A COMER. E IND.;4011S;20;SOUZA & SANTON REPR LTDA;
07/06/2023;SM ALABARCE LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
15/06/2023;FEDERZONI SERPA COM DE ALIM LTDA;4011S;10;SOUZA & SANTON REPR LTDA;
20/06/2023;T DA C CABRAL COM E DISTR DE PROD NATURAIS;4011S;1;SOUZA & SANTON REPR LTDA;
20/06/2023;RICARDO BORGES LIMA 35831275876;4011S;1;SOUZA & SANTON REPR LTDA;
20/06/2023;RICARDO BORGES LIMA 35831275876;4011S;1;SOUZA & SANTON REPR LTDA;
23/02/2023;E P ARANTES COML;4059;100;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4059;10;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4059;10;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4059;10;VIEIRA & VASCONCELOS REPR LTDA;
23/02/2023;NORDESTAO DO LITORAL PROD ALIM LTDA;4117;10;VIEIRA & VASCONCELOS REPR LTDA;
12/06/2023;MARCELO URZEDO DE OLIVEIRA ELDORADO;4117;5;VIEIRA & VASCONCELOS REPR LTDA;
12/06/2023;MAGMAXX COML LTDA;4117;6;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4118;50;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4118;50;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4118;50;VIEIRA & VASCONCELOS REPR LTDA;
12/06/2023;MARCELO URZEDO DE OLIVEIRA ELDORADO;4118;3;VIEIRA & VASCONCELOS REPR LTDA;
23/02/2023;NORDESTAO DO LITORAL PROD ALIM LTDA;4783;10;VIEIRA & VASCONCELOS REPR LTDA;
23/03/2023;SM FRANSUE LTDA;4783;30;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4783;60;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4783;60;VIEIRA & VASCONCELOS REPR LTDA;
27/03/2023;MAGNANIMO COML IMP E EXP LTDA;4783;60;VIEIRA & VASCONCELOS REPR LTDA;
12/06/2023;MAGMAXX COML LTDA;4783;6;VIEIRA & VASCONCELOS REPR LTDA;
15/06/2023;NORDESTAO DO LITORAL PROD ALIM LTDA;4783;10;VIEIRA & VASCONCELOS REPR LTDA;
15/06/2023;SM FRANSUE LTDA;4783;30;VIEIRA & VASCONCELOS REPR LTDA;
20/02/2023;MMBG COM VAREJ E ATAC DE GEN ALIM LTDA;4011S;10;VIEIRA & VASCONCELOS REPR LTDA;
20/02/2023;SIS COM VAREJ E ATAC DE GEN ALIM LTDA;4011S;20;VIEIRA & VASCONCELOS REPR LTDA;
30/05/2023;FRANCO LARA SM LTDA;4011S;15;VIEIRA & VASCONCELOS REPR LTDA;
30/05/2023;LARA & FRANCO LTDA;4011S;20;VIEIRA & VASCONCELOS REPR LTDA;
30/05/2023;EDINEI DE LARA;4011S;20;VIEIRA & VASCONCELOS REPR LTDA;
07/06/2023;MMBG COM VAREJ E ATAC DE GEN ALIM LTDA;4011S;20;VIEIRA & VASCONCELOS REPR LTDA;
07/06/2023;SIS COM VAREJ E ATAC DE GEN ALIM LTDA;4011S;20;VIEIRA & VASCONCELOS REPR LTDA;
